ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,Year,T,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80plus,M,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80plus,F,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80plus
Tanzania,TZ,DODOMA,TZ01,KONDOA,TZ0101,2020,311638,47166,50580,46483,31596,22043,18646,16840,15295,14145,11014,9775,7270,6234,5128,4382,2744,2297,160764,24121,26210,24447,18924,11912,9198,8238,7470,6951,5930,5028,3504,2663,2090,1873,1259,946,150874,23045,24370,22036,12672,10131,9448,8602,7825,7194,5084,4747,3766,3571,3038,2509,1485,1351
Tanzania,TZ,DODOMA,TZ01,MPWAPWA,TZ0102,2020,368137,58480,60193,51615,37430,29327,23970,23039,18978,17081,12354,9583,7394,5761,4683,3684,2419,2146,182081,29232,30347,26256,19680,14790,11770,11012,9204,8186,6217,4627,3408,2344,1746,1540,922,800,186056,29248,29846,25359,17750,14537,12200,12027,9774,8895,6137,4956,3986,3417,2937,2144,1497,1346
Tanzania,TZ,DODOMA,TZ01,KONGWA,TZ0103,2020,386458,64175,63734,52923,40778,31768,25753,23879,19645,17424,11777,9550,7117,5831,4558,3559,2033,1954,190515,32259,32170,26599,20936,15719,12547,11616,9426,8271,5974,4576,3284,2335,1746,1475,808,774,195943,31916,31564,26324,19842,16049,13206,12263,10219,9153,5803,4974,3833,3496,2812,2084,1225,1180
Tanzania,TZ,DODOMA,TZ01,CHAMWINO,TZ0104,2020,420529,70470,69618,55215,39497,31592,26467,25145,20868,21044,14508,11829,8546,7339,6672,5172,3364,3183,206899,35451,35486,28351,20925,15746,12852,11950,9749,9791,7173,5649,3903,2829,2525,2059,1305,1155,213630,35019,34132,26864,18572,15846,13615,13195,11119,11253,7335,6180,4643,4510,4147,3113,2059,2028
Tanzania,TZ,DODOMA,TZ01,DODOMA MUNICIPAL,TZ0105,2020,505425,64831,63348,59666,62512,54758,41978,34939,28023,25210,18576,14857,10959,8208,6959,4807,3166,2628,250229,32854,31989,29451,30826,28093,21227,17156,13700,12169,9546,7476,5364,3557,2772,1891,1234,924,255196,31977,31359,30215,31686,26665,20751,17783,14323,13041,9030,7381,5595,4651,4187,2916,1932,1704
Tanzania,TZ,DODOMA,TZ01,BAHI,TZ0106,2020,276916,48198,45683,34992,25243,20359,17981,16121,13494,13125,9118,8082,5909,5071,4778,3767,2582,2413,135397,24429,23150,18086,13403,10021,8556,7522,6410,6068,4373,3819,2657,1945,1775,1432,929,822,141519,23769,22533,16906,11840,10338,9425,8599,7084,7057,4745,4263,3252,3126,3003,2335,1653,1591
Tanzania,TZ,DODOMA,TZ01,CHEMBA,TZ0107,2020,293229,48261,48636,40436,28657,21371,19071,16804,14848,13451,9889,8569,6294,5255,4253,3595,2061,1778,149614,24538,25123,21009,16358,11023,9329,8208,7265,6761,5279,4452,3082,2236,1723,1602,896,730,143615,23723,23513,19427,12299,10348,9742,8596,7583,6690,4610,4117,3212,3019,2530,1993,1165,1048
Tanzania,TZ,ARUSHA,TZ02,MONDULI,TZ0201,2020,227005,40063,37598,30517,25032,18815,16076,13136,10950,9801,7243,5126,3867,2871,2239,1628,987,1056,109459,20472,18953,15158,12402,8228,7086,5880,4732,4562,3809,2602,1941,1158,927,711,403,435,117546,19591,18645,15359,12630,10587,8990,7256,6218,5239,3434,2524,1926,1713,1312,917,584,621
Tanzania,TZ,ARUSHA,TZ02,MERU,TZ0202,2020,312524,36810,40296,41840,37379,27311,23207,21471,19333,16078,12703,9730,7959,6095,4776,3199,2324,2013,157055,18884,20598,20988,19077,13856,11461,10732,9849,8233,6764,4850,3905,2689,2004,1389,1033,743,155469,17926,19698,20852,18302,13455,11746,10739,9484,7845,5939,4880,4054,3406,2772,1810,1291,1270
Tanzania,TZ,ARUSHA,TZ02,ARUSHA CITY,TZ0203,2020,536007,63641,55610,58077,70297,65648,55393,46901,37351,27914,18826,12665,9196,5829,3771,2298,1432,1158,264700,32453,27839,28027,31087,31252,27307,23526,19148,14951,10555,7106,4897,2877,1686,986,607,396,271307,31188,27771,30050,39210,34396,28086,23375,18203,12963,8271,5559,4299,2952,2085,1312,825,762
Tanzania,TZ,ARUSHA,TZ02,KARATU,TZ0204,2020,292100,42097,39920,39987,33766,26901,20369,19189,16412,14870,11527,7661,5549,4611,3549,2524,1526,1642,153068,21615,20525,20578,18297,14928,10946,10246,8767,7808,6387,4130,2776,2040,1489,1160,685,691,139032,20482,19395,19409,15469,11973,9423,8943,7645,7062,5140,3531,2773,2571,2060,1364,841,951
Tanzania,TZ,ARUSHA,TZ02,NGORONGORO,TZ0205,2020,231666,46130,41413,30511,23058,17917,16625,12742,10886,8873,6910,4760,3547,2882,1872,1633,866,1041,112168,23176,21053,15885,11977,7598,6970,5717,4763,4176,3422,2272,1731,1208,709,694,383,434,119498,22954,20360,14626,11081,10319,9655,7025,6123,4697,3488,2488,1816,1674,1163,939,483,607
Tanzania,TZ,ARUSHA,TZ02,ARUSHA,TZ0206,2020,412383,58456,55860,53963,52303,41448,33853,28449,23466,18130,13222,9394,7664,5466,4107,2870,1931,1801,202337,29820,28296,26538,25002,20105,16270,13786,11315,9070,6804,4613,3891,2400,1702,1229,822,674,210046,28636,27564,27425,27301,21343,17583,14663,12151,9060,6418,4781,3773,3066,2405,1641,1109,1127
Tanzania,TZ,ARUSHA,TZ02,LONGIDO,TZ0207,2020,178768,32282,30264,23941,19881,14580,13275,10747,8578,7075,5452,3665,2731,2218,1581,1152,707,639,89550,16292,15573,12720,10715,6623,6083,5185,3985,3473,2906,1807,1470,959,660,517,320,262,89218,15990,14691,11221,9166,7957,7192,5562,4593,3602,2546,1858,1261,1259,921,635,387,377
Tanzania,TZ,KILIMANJARO,TZ03,ROMBO,TZ0301,2020,284110,32128,37372,43848,31087,17564,13723,14499,14409,15505,13843,11977,11328,8450,6490,4806,3524,3557,137913,16234,18889,22334,15828,9204,6895,7120,6502,6976,6595,5423,5017,3605,2553,1998,1436,1304,146197,15894,18483,21514,15259,8360,6828,7379,7907,8529,7248,6554,6311,4845,3937,2808,2088,2253
Tanzania,TZ,KILIMANJARO,TZ03,MWANGA,TZ0302,2020,152977,17972,19541,21989,18825,11558,8913,8381,8292,7809,6811,5479,5042,3688,3253,2386,1727,1311,75126,9213,9991,11032,9963,5882,4437,3985,4032,3643,3370,2507,2155,1419,1196,1028,739,534,77851,8759,9550,10957,8862,5676,4476,4396,4260,4166,3441,2972,2887,2269,2057,1358,988,777
Tanzania,TZ,KILIMANJARO,TZ03,SAME,TZ0303,2020,336637,43011,46232,48682,39477,25317,20099,19252,18070,17255,14310,11229,9666,7529,6244,4459,3286,2519,168324,21932,23646,24679,21295,13222,10077,9502,8845,8471,7236,5410,4212,3051,2565,1810,1362,1009,168313,21079,22586,24003,18182,12095,10022,9750,9225,8784,7074,5819,5454,4478,3679,2649,1924,1510
Tanzania,TZ,KILIMANJARO,TZ03,MOSHI,TZ0304,2020,538028,56623,62525,71949,61473,39627,30803,30817,30862,30573,26440,21364,19691,16336,14655,10389,7846,6055,265336,28518,31918,36231,32119,21364,16027,15476,15112,14848,13381,10146,8530,6514,5568,4301,3035,2248,272692,28105,30607,35718,29354,18263,14776,15341,15750,15725,13059,11218,11161,9822,9087,6088,4811,3807
Tanzania,TZ,KILIMANJARO,TZ03,HAI,TZ0305,2020,259383,28795,29662,32928,29512,20274,16192,15969,15475,15202,12302,10530,9143,7106,5998,4489,3382,2424,128627,14820,14961,16864,15032,10581,8264,8093,7765,7486,6301,5062,3907,2917,2312,1900,1435,927,130756,13975,14701,16064,14480,9693,7928,7876,7710,7716,6001,5468,5236,4189,3686,2589,1947,1497
Tanzania,TZ,KILIMANJARO,TZ03,MOSHI MUNICIPAL,TZ0306,2020,221588,25187,20902,22921,29683,27108,21515,18348,15129,12032,8655,6599,5023,3253,2283,1391,891,668,109443,12863,10672,11071,13454,13610,11023,9354,7551,6099,4512,3383,2354,1349,988,574,351,235,112145,12324,10230,11850,16229,13498,10492,8994,7578,5933,4143,3216,2669,1904,1295,817,540,433
Tanzania,TZ,KILIMANJARO,TZ03,SIHA,TZ0307,2020,148239,20524,19938,19744,16509,11639,9409,9140,8845,7781,6246,4718,3956,3265,2519,1786,1199,1021,73759,10329,10107,9991,8610,5707,4692,4564,4422,3740,3284,2220,1869,1432,1056,777,518,441,74480,10195,9831,9753,7899,5932,4717,4576,4423,4041,2962,2498,2087,1833,1463,1009,681,580
Tanzania,TZ,TANGA,TZ04,LUSHOTO,TZ0401,2020,592199,85027,93708,90424,62817,38065,35017,32652,31319,28520,24960,18083,13912,12098,9733,7622,4546,3696,282719,43095,47565,45757,32484,17586,14791,14095,13571,12877,10953,8467,6359,4845,3825,3031,1915,1503,309480,41932,46143,44667,30333,20479,20226,18557,17748,15643,14007,9616,7553,7253,5908,4591,2631,2193
Tanzania,TZ,TANGA,TZ04,KOROGWE,TZ0402,2020,290426,41348,41160,39961,29495,20426,18252,17444,16431,15015,13962,9660,7276,6434,4885,4098,2501,2078,145080,20945,21114,20503,16376,10230,8652,8379,7817,7363,6206,5051,3612,2874,2105,1820,1178,855,145346,20403,20046,19458,13119,10196,9600,9065,8614,7652,7756,4609,3664,3560,2780,2278,1323,1223
Tanzania,TZ,TANGA,TZ04,MUHEZA,TZ0403,2020,234908,30145,29199,29897,24764,18677,16475,15778,14865,12938,11990,7582,5912,5399,4168,3296,2057,1766,118443,15294,14918,15318,13313,9201,8052,7836,7601,6663,5504,4109,3069,2457,1856,1520,1012,720,116465,14851,14281,14579,11451,9476,8423,7942,7264,6275,6486,3473,2843,2942,2312,1776,1045,1046
Tanzania,TZ,TANGA,TZ04,TANGA,TZ0404,2020,309579,35113,34670,37288,39042,32071,26143,23028,19441,16854,14304,9171,7296,5472,3822,2908,1596,1360,151388,17892,17422,18240,18989,15860,12138,10833,9208,8255,6112,5170,3966,2856,1764,1368,774,541,158191,17221,17248,19048,20053,16211,14005,12195,10233,8599,8192,4001,3330,2616,2058,1540,822,819
Tanzania,TZ,TANGA,TZ04,PANGANI,TZ0405,2020,66451,8818,8489,8227,6776,5560,5089,4682,4088,3781,3033,2078,1540,1368,1061,904,517,440,33770,4556,4330,4318,3486,2718,2488,2330,2024,2028,1478,1148,854,660,480,442,255,175,32681,4262,4159,3909,3290,2842,2601,2352,2064,1753,1555,930,686,708,581,462,262,265
Tanzania,TZ,TANGA,TZ04,HANDENI,TZ0406,2020,384900,66495,62434,50432,37786,28254,25944,22912,21217,18152,14883,10062,7305,6265,4742,3784,2301,1932,194849,33293,31926,26258,20562,13658,12216,11095,10522,9570,7441,5750,3793,3016,2158,1731,1088,772,190051,33202,30508,24174,17224,14596,13728,11817,10695,8582,7442,4312,3512,3249,2584,2053,1213,1160
Tanzania,TZ,TANGA,TZ04,KILINDI,TZ0407,2020,369953,68435,60497,46195,36240,28736,26794,23059,19844,16634,13717,8492,6412,5053,3705,2990,1727,1423,188989,34502,31048,23500,19004,14082,13108,11796,10206,8991,6586,5134,3582,2669,1864,1450,821,646,180964,33933,29449,22695,17236,14654,13686,11263,9638,7643,7131,3358,2830,2384,1841,1540,906,777
Tanzania,TZ,TANGA,TZ04,MKINGA,TZ0408,2020,147213,21276,21502,19888,15825,10569,9559,8499,7695,7380,6751,4483,3373,3422,2550,2079,1273,1089,73422,10924,11027,10209,8425,4981,4438,3920,3721,3650,3042,2481,1772,1576,1136,1013,644,463,73791,10352,10475,9679,7400,5588,5121,4579,3974,3730,3709,2002,1601,1846,1414,1066,629,626
Tanzania,TZ,TANGA,TZ04,KOROGWE TOWN,TZ0409,2020,82933,10193,9844,10242,9900,7466,6338,5794,4862,4418,3879,2549,2106,1778,1339,1044,686,495,41015,5279,4958,5164,5043,3661,3010,2787,2429,2210,1832,1316,966,818,625,428,286,203,41918,4914,4886,5078,4857,3805,3328,3007,2433,2208,2047,1233,1140,960,714,616,400,292
Tanzania,TZ,TANGA,TZ04,HANDENI TOWN,TZ0410,2020,109514,16754,16393,14759,12726,8631,7439,6851,5970,4988,4122,2688,2171,1954,1517,1200,720,631,54658,8555,8417,7470,6768,4251,3434,3285,2950,2533,1963,1377,1089,850,637,527,310,242,54856,8199,7976,7289,5958,4380,4005,3566,3020,2455,2159,1311,1082,1104,880,673,410,389
Tanzania,TZ,MOROGORO,TZ05,KILOSA,TZ0501,2020,543637,79561,74117,68061,55643,45952,40475,37630,32509,28069,21133,16366,12969,10595,8278,5989,3629,2661,276975,40133,37585,34855,29406,23186,20685,19502,17049,14522,11591,8579,6381,4721,3449,2656,1577,1098,266662,39428,36532,33206,26237,22766,19790,18128,15460,13547,9542,7787,6588,5874,4829,3333,2052,1563
Tanzania,TZ,MOROGORO,TZ05,MOROGORO,TZ0502,2020,321367,46989,43981,41607,29556,24437,22704,20949,18220,15756,12845,10389,8514,8047,6794,4967,3172,2440,160529,23588,22500,21721,16530,11985,11065,10283,9047,7802,6867,5158,3823,3120,2599,2103,1366,972,160838,23401,21481,19886,13026,12452,11639,10666,9173,7954,5978,5231,4691,4927,4195,2864,1806,1468
Tanzania,TZ,MOROGORO,TZ05,KILOMBERO,TZ0503,2020,505955,65944,67122,64529,53818,44425,39028,37937,32159,26646,19437,14708,12447,9642,7521,5270,3266,2056,256578,33587,33796,32900,27894,22259,19435,19393,17026,13981,10621,7548,6073,4357,3112,2375,1431,790,249377,32357,33326,31629,25924,22166,19593,18544,15133,12665,8816,7160,6374,5285,4409,2895,1835,1266
Tanzania,TZ,MOROGORO,TZ05,ULANGA,TZ0504,2020,349526,52022,50038,46104,37288,30025,26553,23304,19733,16516,12627,9444,7622,6403,4993,3425,2231,1198,177454,26048,25230,23769,19912,15211,13562,11945,10263,8674,6991,4826,3596,2680,1874,1415,975,483,172072,25974,24808,22335,17376,14814,12991,11359,9470,7842,5636,4618,4026,3723,3119,2010,1256,715
Tanzania,TZ,MOROGORO,TZ05,MOROGORO MUNICIPAL,TZ0505,2020,418556,48905,44641,45578,54157,49470,40997,34644,26735,21365,15389,11306,8973,6505,4352,2725,1645,1169,206920,24614,22268,21990,25180,24677,20198,17492,13557,10992,8296,5909,4555,2979,1932,1211,656,414,211636,24291,22373,23588,28977,24793,20799,17152,13178,10373,7093,5397,4418,3526,2420,1514,989,755
Tanzania,TZ,MOROGORO,TZ05,MVOMERO,TZ0506,2020,376824,56760,53354,48100,37999,31484,27067,25204,21744,19040,14155,11397,9188,7256,5574,4125,2577,1800,191399,28563,27105,24524,20186,15958,13920,12797,11194,9846,7696,5958,4425,3255,2240,1854,1157,721,185425,28197,26249,23576,17813,15526,13147,12407,10550,9194,6459,5439,4763,4001,3334,2271,1420,1079
Tanzania,TZ,MOROGORO,TZ05,GAIRO,TZ0507,2020,259817,46309,42967,36396,28724,21385,17143,15254,12802,11044,7644,5581,4368,3508,2816,2024,1115,737,128665,23119,21488,18134,14704,10787,8644,7535,6131,5449,3913,2729,1912,1384,1093,851,501,291,131152,23190,21479,18262,14020,10598,8499,7719,6671,5595,3731,2852,2456,2124,1723,1173,614,446
Tanzania,TZ,COAST,TZ06,BAGAMOYO,TZ0601,2020,408198,58073,52805,48039,41121,36928,33025,29290,24666,20966,15560,11660,9423,8756,6838,5049,3232,2767,206788,29574,26782,24589,21087,18374,16594,15039,13068,11058,8625,6195,4691,3751,2738,2176,1381,1066,201410,28499,26023,23450,20034,18554,16431,14251,11598,9908,6935,5465,4732,5005,4100,2873,1851,1701
Tanzania,TZ,COAST,TZ06,KIBAHA,TZ0602,2020,90707,11507,10762,10345,9806,9486,7124,6506,5743,4776,3452,2686,2140,2032,1638,1209,780,715,45732,5949,5371,5257,4868,5113,3503,3261,2906,2481,1900,1376,1094,874,673,522,324,260,44975,5558,5391,5088,4938,4373,3621,3245,2837,2295,1552,1310,1046,1158,965,687,456,455
Tanzania,TZ,COAST,TZ06,KISARAWE,TZ0603,2020,110759,14284,13479,12569,10174,8650,7841,7581,6994,5893,4700,3887,3367,3185,2782,2360,1520,1493,56127,7274,6990,6592,5529,4398,3903,3857,3699,3146,2560,1979,1626,1309,1086,970,645,564,54632,7010,6489,5977,4645,4252,3938,3724,3295,2747,2140,1908,1741,1876,1696,1390,875,929
Tanzania,TZ,COAST,TZ06,MKURANGA,TZ0604,2020,260000,36992,36989,34098,25506,18873,17333,16991,14813,13230,9981,8359,6267,6065,4931,4182,2642,2748,128130,18831,18943,17638,13465,8648,7698,8010,7093,6628,5316,4262,2942,2635,1952,1846,1157,1066,131870,18161,18046,16460,12041,10225,9635,8981,7720,6602,4665,4097,3325,3430,2979,2336,1485,1682
Tanzania,TZ,COAST,TZ06,RUFIJI,TZ0605,2020,238545,36379,36546,32618,23254,17943,15456,14504,12274,11483,8191,6938,5116,5128,4076,3776,2196,2667,117138,18453,18782,16897,12289,8321,7086,6582,5793,5667,4237,3464,2445,2008,1574,1650,885,1005,121407,17926,17764,15721,10965,9622,8370,7922,6481,5816,3954,3474,2671,3120,2502,2126,1311,1662
Tanzania,TZ,COAST,TZ06,MAFIA,TZ0606,2020,53564,6847,6341,6485,5937,5062,4677,4101,3505,2900,2006,1685,1022,1014,694,664,308,316,27038,3424,3119,3299,3052,2414,2359,2087,1783,1532,1163,916,559,486,297,308,126,114,26526,3423,3222,3186,2885,2648,2318,2014,1722,1368,843,769,463,528,397,356,182,202
Tanzania,TZ,COAST,TZ06,KIBAHA TOWN,TZ0607,2020,196069,23434,21768,21126,23406,22265,18253,15620,12473,10285,7247,5511,4530,3510,2597,1865,1131,1048,98106,11993,10960,10370,11261,11148,9245,7983,6370,5304,3988,2982,2212,1611,1067,768,468,376,97963,11441,10808,10756,12145,11117,9008,7637,6103,4981,3259,2529,2318,1899,1530,1097,663,672
Tanzania,TZ,DAR ES SALAAM,TZ07,KINONDONI,TZ0701,2020,2698552,304202,241510,232181,329355,368015,318681,260789,199595,150165,100657,63747,50912,33150,21485,12000,7088,5020,1355902,154503,121573,110402,141922,181129,165350,137714,106961,82570,54012,35541,26774,16436,10449,5671,3118,1777,1342650,149699,119937,121779,187433,186886,153331,123075,92634,67595,46645,28206,24138,16714,11036,6329,3970,3243
Tanzania,TZ,DAR ES SALAAM,TZ07,ILALA,TZ0702,2020,2103669,249624,208363,197606,253330,263895,228704,195334,151441,117227,80927,51876,40140,25868,17184,10630,6691,4829,1060491,126736,104455,95466,113203,131584,117066,102139,80796,64561,43520,29512,21667,12764,7992,4674,2672,1684,1043178,122888,103908,102140,140127,132311,111638,93195,70645,52666,37407,22364,18473,13104,9192,5956,4019,3145
Tanzania,TZ,DAR ES SALAAM,TZ07,TEMEKE,TZ0703,2020,2235356,268396,228486,219801,265025,277583,245352,202969,159068,121835,85920,54244,39903,26301,17533,11037,6474,5429,1130262,136190,114009,106465,121686,138039,126979,106415,83779,65795,45915,31072,22121,13623,8479,4999,2761,1935,1105094,132206,114477,113336,143339,139544,118373,96554,75289,56040,40005,23172,17782,12678,9054,6038,3713,3494
Tanzania,TZ,LINDI,TZ08,KILWA,TZ0801,2020,217978,32918,32912,28804,21727,16832,15516,14209,12281,10371,9479,5697,4278,3966,3247,2658,1679,1404,106884,16545,16819,14704,11361,7821,7117,6769,5793,5001,4150,3113,2210,1723,1311,1153,728,566,111094,16373,16093,14100,10366,9011,8399,7440,6488,5370,5329,2584,2068,2243,1936,1505,951,838
Tanzania,TZ,LINDI,TZ08,LINDI,TZ0802,2020,189871,23972,24844,23130,15453,13212,12341,12849,12117,10951,10619,7012,5698,5896,4847,3385,2145,1400,91118,12081,12478,11830,8336,6181,5729,6020,5738,5076,4510,3386,2436,2430,1925,1451,932,579,98753,11891,12366,11300,7117,7031,6612,6829,6379,5875,6109,3626,3262,3466,2922,1934,1213,821
Tanzania,TZ,LINDI,TZ08,NACHINGWEA,TZ0803,2020,199020,23991,25085,24702,18469,15713,14721,13947,13440,11228,10436,6369,5666,4710,4104,2950,2073,1416,97761,12102,12650,12822,9953,7739,7220,6590,6516,5347,4251,3299,2679,2111,1677,1286,937,582,101259,11889,12435,11880,8516,7974,7501,7357,6924,5881,6185,3070,2987,2599,2427,1664,1136,834
Tanzania,TZ,LINDI,TZ08,LIWALE,TZ0804,2020,111517,14310,16390,15077,11260,9101,8321,7465,6955,5302,4871,3225,2532,2182,1938,1268,754,566,54746,7145,8214,7688,5825,4340,3988,3627,3359,2514,2063,1720,1285,983,808,607,333,247,56771,7165,8176,7389,5435,4761,4333,3838,3596,2788,2808,1505,1247,1199,1130,661,421,319
Tanzania,TZ,LINDI,TZ08,RUANGWA,TZ0805,2020,143857,16253,17177,17241,12458,10565,10233,10783,10195,8324,7919,5098,4507,4053,3607,2514,1818,1112,70821,8149,8645,9052,6924,5183,5018,5212,5009,4206,3518,2505,2075,1687,1361,1057,775,445,73036,8104,8532,8189,5534,5382,5215,5571,5186,4118,4401,2593,2432,2366,2246,1457,1043,667
Tanzania,TZ,LINDI,TZ08,LINDI MUNICIPAL,TZ0806,2020,137397,15521,15626,16768,13924,11152,10478,10167,8895,7560,6981,4984,4056,3957,3033,2012,1328,955,66450,7837,7867,8349,7030,5501,4855,4880,4283,3661,3084,2577,1829,1657,1241,858,560,381,70947,7684,7759,8419,6894,5651,5623,5287,4612,3899,3897,2407,2227,2300,1792,1154,768,574
Tanzania,TZ,MTWARA,TZ09,MTWARA,TZ0901,2020,263312,35631,35399,33167,23452,18470,16712,17019,16168,15632,11749,10143,8108,7257,5881,4140,2571,1813,126919,17918,18062,17101,12019,8602,7666,7470,7445,7348,5857,4895,3590,3085,2320,1715,1096,730,136393,17713,17337,16066,11433,9868,9046,9549,8723,8284,5892,5248,4518,4172,3561,2425,1475,1083
