ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,Year,T,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80plus,M,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80plus,F,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80plus
Tanzania,TZ,KAGERA,TZ18,BIHARAMULO,TZ1804,2020,587544,125107,97646,78709,62075,48721,37832,30767,27525,22193,16180,12534,8531,6989,5128,3635,2152,1820,298505,63193,48915,39857,31796,25216,19503,15822,14049,11364,8950,6613,4214,3092,2318,1708,1064,831,289039,61914,48731,38852,30279,23505,18329,14945,13476,10829,7230,5921,4317,3897,2810,1927,1088,989
Tanzania,TZ,KAGERA,TZ18,NGARA,TZ1805,2020,324191,64479,49061,43791,34352,26635,21623,18024,16208,12871,9873,8323,5808,4845,3381,2305,1379,1233,158157,32377,24436,21894,17058,12777,10411,8518,7625,6039,4940,3882,2798,2075,1434,865,557,471,166034,32102,24625,21897,17294,13858,11212,9506,8583,6832,4933,4441,3010,2770,1947,1440,822,762
Tanzania,TZ,KAGERA,TZ18,BUKOBA MUNICIPAL,TZ1806,2020,192389,27397,22393,21760,26105,21498,18693,15239,12375,8744,6117,3897,3028,1718,1389,914,652,470,96207,13961,11044,10215,12409,10870,9525,8028,6606,4650,3509,2026,1460,738,504,285,241,136,96182,13436,11349,11545,13696,10628,9168,7211,5769,4094,2608,1871,1568,980,885,629,411,334
Tanzania,TZ,KAGERA,TZ18,MISSENYI,TZ1807,2020,267161,41887,37740,37340,29814,21215,18083,16810,14710,12487,9412,7161,5564,4852,3590,2798,2175,1523,135463,20939,19306,19246,15998,11132,9347,8629,7470,6403,5144,3509,2624,1958,1348,1024,824,562,131698,20948,18434,18094,13816,10083,8736,8181,7240,6084,4268,3652,2940,2894,2242,1774,1351,961
Tanzania,TZ,KAGERA,TZ18,KYERWA,TZ1808,2020,451170,83795,69754,64946,48817,36003,31284,26649,23196,19081,14341,9813,7617,5722,4097,2651,1895,1509,226960,42166,35378,32290,25402,18222,16200,13626,11720,9528,7450,4803,3461,2495,1664,1131,800,624,224210,41629,34376,32656,23415,17781,15084,13023,11476,9553,6891,5010,4156,3227,2433,1520,1095,885
Tanzania,TZ,MWANZA,TZ19,UKEREWE,TZ1901,2020,443073,81297,67547,59282,47311,35775,29041,27212,23019,19151,15788,10694,8074,6139,4627,3553,2600,1963,221260,40939,34349,30512,24917,18188,14059,13254,11227,9481,7290,5425,3830,2610,1925,1478,1044,732,221813,40358,33198,28770,22394,17587,14982,13958,11792,9670,8498,5269,4244,3529,2702,2075,1556,1231
Tanzania,TZ,MWANZA,TZ19,MAGU,TZ1902,2020,370502,66745,58289,50958,41251,31384,23733,20915,18092,15589,12973,8895,5793,5313,3975,3122,1993,1482,185503,33755,29568,25727,21597,16189,11710,10239,8972,7623,5902,4491,2903,2340,1654,1332,891,610,184999,32990,28721,25231,19654,15195,12023,10676,9120,7966,7071,4404,2890,2973,2321,1790,1102,872
Tanzania,TZ,MWANZA,TZ19,NYAMAGANA,TZ1903,2020,566150,83209,70038,66134,73798,66774,51859,41923,34033,25234,18624,11198,8383,5808,3900,2481,1598,1156,283316,42127,34766,31670,34442,33746,26647,21473,17808,13752,9383,6283,4373,2825,1779,1136,692,414,282834,41082,35272,34464,39356,33028,25212,20450,16225,11482,9241,4915,4010,2983,2121,1345,906,742
Tanzania,TZ,MWANZA,TZ19,KWIMBA,TZ1904,2020,522169,99561,83845,72775,58609,44669,30984,26694,23752,21504,17116,12179,7984,7181,5754,4408,2956,2198,260652,50523,42577,36618,30277,23052,15587,12970,11304,10206,7843,6135,3868,3168,2428,1944,1255,897,261517,49038,41268,36157,28332,21617,15397,13724,12448,11298,9273,6044,4116,4013,3326,2464,1701,1301
Tanzania,TZ,MWANZA,TZ19,SENGEREMA,TZ1905,2020,867932,162408,137033,118491,96064,73684,57378,49335,43289,35897,27664,19509,13798,11160,8797,6255,4122,3048,441977,81796,69271,60933,51228,38146,29518,25295,22114,18150,13971,10004,6713,4987,3919,2831,1899,1202,425955,80612,67762,57558,44836,35538,27860,24040,21175,17747,13693,9505,7085,6173,4878,3424,2223,1846
Tanzania,TZ,MWANZA,TZ19,ILEMELA,TZ1906,2020,428485,61707,52990,51007,57473,49075,38117,31953,26359,19692,14578,8527,6028,4283,2833,1818,1195,850,211706,31155,26417,24699,25890,24074,18885,16357,13755,10454,7183,4732,3183,2069,1302,768,479,304,216779,30552,26573,26308,31583,25001,19232,15596,12604,9238,7395,3795,2845,2214,1531,1050,716,546
Tanzania,TZ,MWANZA,TZ19,MISUNGWI,TZ1907,2020,467964,89381,74740,63278,52402,39256,28760,24409,22227,19469,15852,10906,7535,6428,5019,3904,2494,1904,236532,45510,38262,32589,27264,20155,14509,12253,10818,9582,7130,5641,3904,3053,2145,1791,1133,793,231432,43871,36478,30689,25138,19101,14251,12156,11409,9887,8722,5265,3631,3375,2874,2113,1361,1111
Tanzania,TZ,MARA,TZ20,TARIME,TZ2001,2020,414598,78841,68457,59188,47384,36218,26704,22041,18505,15951,11035,8735,6574,4908,4055,2745,1853,1404,203259,39859,34544,30095,23239,17224,12709,10528,8693,7524,5670,4304,2924,2013,1571,1125,720,517,211339,38982,33913,29093,24145,18994,13995,11513,9812,8427,5365,4431,3650,2895,2484,1620,1133,887
Tanzania,TZ,MARA,TZ20,SERENGETI,TZ2002,2020,341404,69247,57842,48128,36941,28068,21133,17829,15054,13144,9270,7276,5221,4055,3327,2203,1441,1225,169919,35248,29443,24544,18747,13635,10160,8584,7321,6336,4772,3568,2534,1694,1342,947,613,431,171485,33999,28399,23584,18194,14433,10973,9245,7733,6808,4498,3708,2687,2361,1985,1256,828,794
Tanzania,TZ,MARA,TZ20,MUSOMA,TZ2003,2020,228408,41970,36903,30347,23930,18404,14364,13173,10976,9758,7424,5660,4731,3653,2704,1998,1518,895,114333,21248,18719,15712,12937,9367,6804,6329,5217,4708,3828,2767,2121,1559,1091,886,676,364,114075,20722,18184,14635,10993,9037,7560,6844,5759,5050,3596,2893,2610,2094,1613,1112,842,531
Tanzania,TZ,MARA,TZ20,BUNDA,TZ2004,2020,428592,77376,68976,60451,48064,35314,26033,23228,19814,17578,13079,10492,8230,6673,4955,3630,2733,1966,212173,39114,35291,30927,25328,17791,12487,10910,8994,8163,6550,4953,3622,2737,1955,1461,1171,719,216419,38262,33685,29524,22736,17523,13546,12318,10820,9415,6529,5539,4608,3936,3000,2169,1562,1247
Tanzania,TZ,MARA,TZ20,MUSOMA MUNICIPAL,TZ2005,2020,163721,24410,22376,21575,21522,16484,12672,10437,8306,6789,5101,4084,3224,2480,1689,1151,834,587,78320,12234,11038,10317,10415,7892,5960,4977,3884,3237,2511,1937,1399,978,639,434,305,163,85401,12176,11338,11258,11107,8592,6712,5460,4422,3552,2590,2147,1825,1502,1050,717,529,424
Tanzania,TZ,MARA,TZ20,RORYA,TZ2006,2020,320376,59666,52574,43242,31891,25085,20299,18580,14759,13239,9470,7783,6989,5481,4489,3291,2199,1339,156119,30137,26757,22042,16850,11500,9116,8790,7038,6331,4688,3695,2896,2095,1604,1273,836,471,164257,29529,25817,21200,15041,13585,11183,9790,7721,6908,4782,4088,4093,3386,2885,2018,1363,868
Tanzania,TZ,MARA,TZ20,BUTIAMA,TZ2007,2020,292641,55175,47612,40577,31112,23592,17315,15419,13517,12289,9152,7006,5889,4537,3563,2594,1903,1389,144837,28004,24504,20887,16792,11595,8267,7335,6155,5658,4511,3242,2463,1814,1387,996,754,473,147804,27171,23108,19690,14320,11997,9048,8084,7362,6631,4641,3764,3426,2723,2176,1598,1149,916
Tanzania,TZ,MANYARA,TZ21,BABATI,TZ2101,2020,435066,70676,65495,60591,46333,36482,27949,25859,22690,20950,16508,10637,8402,6884,5590,4293,2788,2939,226507,36234,33330,31409,25602,20207,14942,13763,11787,10824,9094,5652,4211,2957,2316,1793,1188,1198,208559,34442,32165,29182,20731,16275,13007,12096,10903,10126,7414,4985,4191,3927,3274,2500,1600,1741
Tanzania,TZ,MANYARA,TZ21,HANANG,TZ2102,2020,365468,66031,57241,51320,39436,30879,23147,20113,17928,16615,12931,8346,6282,4989,3772,2776,1690,1972,190206,33661,29825,26416,21394,17013,12523,10463,9090,8485,7060,4404,3192,2219,1636,1194,783,848,175262,32370,27416,24904,18042,13866,10624,9650,8838,8130,5871,3942,3090,2770,2136,1582,907,1124
Tanzania,TZ,MANYARA,TZ21,MBULU,TZ2103,2020,424795,71582,64947,59838,48318,37601,26953,23444,20897,19075,15371,9647,7212,6393,4910,3483,2245,2879,219644,36725,33565,30685,25546,20447,14344,12237,10576,9825,8460,5019,3599,2762,2086,1551,972,1245,205151,34857,31382,29153,22772,17154,12609,11207,10321,9250,6911,4628,3613,3631,2824,1932,1273,1634
Tanzania,TZ,MANYARA,TZ21,SIMANJIRO,TZ2104,2020,224085,41065,37146,28119,22483,18538,16945,14954,12235,9997,7010,4792,3665,2456,1698,1358,774,850,114016,20599,18856,14609,11346,8612,8180,7754,6355,5470,4139,2725,2047,1154,800,644,368,358,110069,20466,18290,13510,11137,9926,8765,7200,5880,4527,2871,2067,1618,1302,898,714,406,492
Tanzania,TZ,MANYARA,TZ21,KITETO,TZ2105,2020,375056,69152,61216,46256,36994,30943,27075,24518,20528,17561,11847,8953,6100,4998,3312,2803,1419,1381,188928,34822,30684,23540,18913,14886,13108,12203,10272,9038,6752,4904,3369,2394,1466,1346,640,591,186128,34330,30532,22716,18081,16057,13967,12315,10256,8523,5095,4049,2731,2604,1846,1457,779,790
Tanzania,TZ,MANYARA,TZ21,BABATI TOWN,TZ2106,2020,103789,14283,12578,12832,12562,10601,8232,6861,5946,5115,4020,2999,2326,1795,1290,1042,647,660,53780,7189,6404,6588,6616,5726,4416,3723,3204,2685,2238,1501,1117,816,544,458,287,268,50009,7094,6174,6244,5946,4875,3816,3138,2742,2430,1782,1498,1209,979,746,584,360,392
Tanzania,TZ,NJOMBE,TZ22,NJOMBE TOWN,TZ2201,2020,148913,17799,19285,20196,18616,15105,12945,10101,8449,6790,5221,3971,3303,2375,2039,1309,873,536,71998,8873,9759,9946,9290,7536,6368,4835,4107,3180,2521,1754,1360,870,682,451,301,165,76915,8926,9526,10250,9326,7569,6577,5266,4342,3610,2700,2217,1943,1505,1357,858,572,371
Tanzania,TZ,NJOMBE,TZ22,WANGING'OMBE,TZ2202,2020,179247,23449,25548,25885,19107,13968,12537,11144,10204,8813,6576,5310,5007,3917,3145,2294,1352,991,85860,11867,12816,13190,10248,6888,5984,5192,4632,3946,3073,2221,1921,1337,1000,751,473,321,93387,11582,12732,12695,8859,7080,6553,5952,5572,4867,3503,3089,3086,2580,2145,1543,879,670
Tanzania,TZ,NJOMBE,TZ22,MAKETE,TZ2203,2020,93563,10989,12091,13264,9789,7153,6418,5777,5419,4589,3899,3149,2838,2366,2391,1624,1097,710,44464,5576,6162,6773,5267,3513,3138,2694,2519,2003,1815,1295,1105,736,691,550,411,216,49099,5413,5929,6491,4522,3640,3280,3083,2900,2586,2084,1854,1733,1630,1700,1074,686,494
Tanzania,TZ,NJOMBE,TZ22,NJOMBE,TZ2204,2020,90913,12756,13423,12905,9454,7487,6701,5579,5079,4170,3206,2534,2191,1704,1534,1023,637,530,43700,6353,6612,6540,5138,3722,3205,2505,2400,1911,1488,1064,898,589,512,365,240,158,47213,6403,6811,6365,4316,3765,3496,3074,2679,2259,1718,1470,1293,1115,1022,658,397,372
Tanzania,TZ,NJOMBE,TZ22,LUDEWA,TZ2205,2020,144383,19560,21118,21345,15823,11390,9431,8521,7947,6732,5502,4492,4050,2895,2473,1508,1017,579,70415,9774,10685,10952,8483,5720,4585,4103,3621,3070,2615,2011,1623,1081,901,590,394,207,73968,9786,10433,10393,7340,5670,4846,4418,4326,3662,2887,2481,2427,1814,1572,918,623,372
Tanzania,TZ,NJOMBE,TZ22,MAKAMBAKO TOWN,TZ2206,2020,122456,16749,16906,16534,15255,12177,10927,9007,7276,5158,3496,2469,2190,1514,1269,706,463,360,59082,8414,8389,8181,7522,5719,5116,4404,3619,2491,1759,1074,903,528,426,255,167,115,63374,8335,8517,8353,7733,6458,5811,4603,3657,2667,1737,1395,1287,986,843,451,296,245
Tanzania,TZ,KATAVI,TZ23,MPANDA TOWN,TZ2301,2020,146868,24652,20370,18189,17320,15107,12680,10314,8179,5894,3873,2939,2315,1862,1294,888,562,430,73826,12322,10233,8841,8494,7462,6419,5417,4442,3299,2179,1525,1140,792,513,353,243,152,73042,12330,10137,9348,8826,7645,6261,4897,3737,2595,1694,1414,1175,1070,781,535,319,278
Tanzania,TZ,KATAVI,TZ23,MPANDA,TZ2302,2020,295772,59593,48006,39786,31270,24822,20818,17217,14021,10940,7895,6227,4901,3955,2716,1844,962,799,150886,29932,24481,20354,15654,12344,10606,8925,7596,5794,4525,3365,2440,1837,1282,895,480,376,144886,29661,23525,19432,15616,12478,10212,8292,6425,5146,3370,2862,2461,2118,1434,949,482,423
Tanzania,TZ,KATAVI,TZ23,MLELE,TZ2303,2020,333634,65422,53308,45049,36685,28924,23481,18951,15742,12571,8968,7263,5508,4470,3124,2046,1192,930,169351,33019,26988,22708,18146,14670,11891,9849,8357,6520,5005,3905,2841,2091,1369,979,602,411,164283,32403,26320,22341,18539,14254,11590,9102,7385,6051,3963,3358,2667,2379,1755,1067,590,519
Tanzania,TZ,SIMIYU,TZ24,BARIADI,TZ2401,2020,529659,106246,88886,74492,62155,45229,31738,25945,22517,20073,13818,11651,7692,6913,4975,3367,2184,1778,258915,53821,44821,37489,30726,21919,14746,11945,10110,9285,7140,5534,3556,2892,1985,1341,894,711,270744,52425,44065,37003,31429,23310,16992,14000,12407,10788,6678,6117,4136,4021,2990,2026,1290,1067
Tanzania,TZ,SIMIYU,TZ24,ITILIMA,TZ2402,2020,380810,76530,65899,55757,43232,30617,21809,17357,15818,14561,10004,8227,5718,5291,3992,2806,1723,1469,184393,38821,33555,28014,20943,14349,9888,7774,6928,6719,5017,3776,2517,2150,1543,1131,694,574,196417,37709,32344,27743,22289,16268,11921,9583,8890,7842,4987,4451,3201,3141,2449,1675,1029,895
Tanzania,TZ,SIMIYU,TZ24,MEATU,TZ2403,2020,364133,72765,60006,50655,42066,31750,22567,18088,16035,14072,9554,7620,5186,5054,3299,2419,1686,1311,178373,36915,30388,25134,20344,15381,10758,8513,7302,6686,5038,3734,2412,2170,1303,1064,682,549,185760,35850,29618,25521,21722,16369,11809,9575,8733,7386,4516,3886,2774,2884,1996,1355,1004,762
Tanzania,TZ,SIMIYU,TZ24,MASWA,TZ2404,2020,396481,72223,62639,54969,46060,35459,24257,20999,18640,16751,11720,9134,6467,5694,4505,3166,2120,1678,197308,36616,31767,27892,23317,18187,11849,9985,8703,8122,6249,4587,2984,2480,1742,1329,866,633,199173,35607,30872,27077,22743,17272,12408,11014,9937,8629,5471,4547,3483,3214,2763,1837,1254,1045
Tanzania,TZ,SIMIYU,TZ24,BUSEGA,TZ2405,2020,246683,44669,40195,35035,27805,20551,14424,13240,11490,10279,7115,6316,4102,3872,2795,2132,1544,1119,122475,22642,20553,17925,14552,10546,7023,6229,5389,4799,3537,2941,1808,1557,1070,834,665,405,124208,22027,19642,17110,13253,10005,7401,7011,6101,5480,3578,3375,2294,2315,1725,1298,879,714
Tanzania,TZ,GEITA,TZ25,GEITA,TZ2501,2020,1069531,202101,169242,146991,122666,97478,74016,59540,51575,42216,31487,22851,15514,11964,8892,6265,3766,2967,543956,102258,85573,74220,62829,49644,37726,30955,26350,21696,16235,12198,8117,5819,4200,3009,1831,1296,525575,99843,83669,72771,59837,47834,36290,28585,25225,20520,15252,10653,7397,6145,4692,3256,1935,1671
Tanzania,TZ,GEITA,TZ25,NYANG'HWALE,TZ2502,2020,189354,36917,31197,27210,21852,15841,11792,9478,8389,7357,6359,3987,2666,2114,1611,1174,760,650,95922,18734,15919,14007,11381,8275,5990,4597,4016,3563,2741,2151,1466,1062,755,578,385,302,93432,18183,15278,13203,10471,7566,5802,4881,4373,3794,3618,1836,1200,1052,856,596,375,348
Tanzania,TZ,GEITA,TZ25,MBOGWE,TZ2503,2020,215125,41566,35556,31134,25208,18455,13914,11114,9940,8230,6756,4218,2659,2191,1621,1235,717,611,108186,20925,17995,15869,13041,9320,6815,5400,4829,4057,3088,2290,1415,1101,779,612,370,280,106939,20641,17561,15265,12167,9135,7099,5714,5111,4173,3668,1928,1244,1090,842,623,347,331
Tanzania,TZ,GEITA,TZ25,BUKOMBE,TZ2504,2020,241937,46110,38701,34103,27916,21636,16867,13798,12017,9510,7320,4499,2706,2387,1671,1301,771,624,122509,23454,19520,17242,14132,10720,8471,6963,6040,5042,3546,2577,1461,1222,800,620,399,300,119428,22656,19181,16861,13784,10916,8396,6835,5977,4468,3774,1922,1245,1165,871,681,372,324
Tanzania,TZ,GEITA,TZ25,CHATO,TZ2505,2020,512566,97657,85238,73205,57968,43067,32819,27119,24901,20505,15752,10882,7187,5685,4269,3050,1827,1435,260919,49264,43445,37159,30233,22068,16444,13764,12272,10556,8005,5918,3748,2865,2035,1571,917,655,251647,48393,41793,36046,27735,20999,16375,13355,12629,9949,7747,4964,3439,2820,2234,1479,910,780
Tanzania,TZ,SONGWE,TZ26,ILEJE,TZ2605,2020,146127,20143,20094,20519,17468,11655,9157,8333,7901,6824,6546,3999,3660,2907,2837,1881,1362,841,70149,9986,9983,10292,8898,5826,4425,3743,3595,3117,2792,1978,1578,1197,1056,771,560,352,75978,10157,10111,10227,8570,5829,4732,4590,4306,3707,3754,2021,2082,1710,1781,1110,802,489
Tanzania,TZ,SONGWE,TZ26,MBOZI,TZ2606,2020,572168,88055,83862,80371,66472,51948,40590,35003,31330,25046,19642,13021,10825,8214,7362,4678,3391,2358,280709,43927,42083,40779,34577,26691,20248,16423,14615,11265,8902,6280,4769,3362,2788,1845,1318,837,291459,44128,41779,39592,31895,25257,20342,18580,16715,13781,10740,6741,6056,4852,4574,2833,2073,1521
Tanzania,TZ,SONGWE,TZ26,MOMBA,TZ2609,2020,320763,65314,52884,40635,30079,25485,24025,19040,15902,12699,10891,6399,5102,4090,3267,2247,1594,1110,157086,32892,26235,20580,14395,11819,11772,9233,8010,6048,4651,3450,2553,1827,1325,1058,750,488,163677,32422,26649,20055,15684,13666,12253,9807,7892,6651,6240,2949,2549,2263,1942,1189,844,622
Tanzania,TZ,SONGWE,TZ26,TUNDUMA,TZ2610,2020,164868,27473,22276,17974,19574,20338,19661,14265,9298,5482,3471,1638,1040,886,603,404,288,197,81312,13917,11036,8226,8357,9060,10205,7895,5184,3262,1885,910,503,314,212,164,113,69,83556,13556,11240,9748,11217,11278,9456,6370,4114,2220,1586,728,537,572,391,240,175,128
Tanzania,TZ,ZANZIBAR NORTH,TZ51,KASKAZINI A,TZ5101,2020,128663,19838,17353,16150,15170,11966,8762,6832,6832,6212,6534,4045,2790,2254,1540,1239,602,544,63965,10062,8564,8360,7623,6171,4405,3223,3104,2815,2942,2173,1591,1079,702,604,291,256,64698,9776,8789,7790,7547,5795,4357,3609,3728,3397,3592,1872,1199,1175,838,635,311,288
Tanzania,TZ,ZANZIBAR NORTH,TZ51,KASKAZINI B,TZ5102,2020,121062,19629,15949,14739,14296,11631,8807,7034,6197,6135,5673,3375,2426,1913,1310,1042,518,388,61641,9912,8088,7545,7536,6182,4580,3670,2897,2848,2869,1867,1243,900,624,464,258,158,59421,9717,7861,7194,6760,5449,4227,3364,3300,3287,2804,1508,1183,1013,686,578,260,230
Tanzania,TZ,ZANZIBAR CENTRAL/SOUTH,TZ52,KATI,TZ5201,2020,92673,13402,11411,11527,10669,9525,7388,6019,5296,4993,3779,2652,1936,1473,1052,826,384,341,47705,6890,5854,6045,5667,5116,3809,3063,2615,2431,1999,1398,1010,633,481,361,197,136,44968,6512,5557,5482,5002,4409,3579,2956,2681,2562,1780,1254,926,840,571,465,187,205
Tanzania,TZ,ZANZIBAR CENTRAL/SOUTH,TZ52,KUSINI,TZ5202,2020,45822,6265,5141,5223,4982,4716,3847,3300,2856,2530,2038,1445,962,882,614,555,277,189,23013,3276,2712,2773,2658,2398,1947,1602,1324,1154,1025,700,438,362,216,234,118,76,22809,2989,2429,2450,2324,2318,1900,1698,1532,1376,1013,745,524,520,398,321,159,113
Tanzania,TZ,ZANZIBAR URBAN/WEST,TZ53,MAGHARIBI,TZ5301,2020,676452,104094,90613,84164,76948,69244,55427,49253,43391,35850,26437,15774,9870,6624,3854,2785,1137,987,333200,52681,44818,41309,36199,32864,25277,23256,21759,19254,14552,9017,5543,3127,1673,1129,416,326,343252,51413,45795,42855,40749,36380,30150,25997,21632,16596,11885,6757,4327,3497,2181,1656,721,661
Tanzania,TZ,ZANZIBAR URBAN/WEST,TZ53,MJINI,TZ5302,2020,248175,30106,27107,28346,30363,29616,22485,17511,14369,12434,10995,7327,6228,4569,3048,2028,919,724,121744,15096,13282,14051,14580,14950,11745,8775,6918,5769,4647,3655,3143,2185,1441,871,398,238,126431,15010,13825,14295,15783,14666,10740,8736,7451,6665,6348,3672,3085,2384,1607,1157,521,486
Tanzania,TZ,PEMBA NORTH,TZ54,WETE,TZ5401,2020,119302,20054,17565,16547,14840,9809,6669,5743,5256,5315,5662,3758,2567,2163,1332,1139,475,408,59035,10279,8975,8445,7543,4889,3306,2884,2292,2189,2342,1913,1395,1035,600,538,227,183,60267,9775,8590,8102,7297,4920,3363,2859,2964,3126,3320,1845,1172,1128,732,601,248,225
Tanzania,TZ,PEMBA NORTH,TZ54,MICHEWENI,TZ5402,2020,130144,22728,20685,18642,16207,10300,7595,6007,6193,5350,5333,3662,2421,1970,1296,961,448,346,65270,11622,10850,9646,8158,5124,3787,2733,2736,2349,2479,1911,1362,995,617,478,245,178,64874,11106,9835,8996,8049,5176,3808,3274,3457,3001,2854,1751,1059,975,679,483,203,168
Tanzania,TZ,PEMBA SOUTH,TZ55,CHAKE CHAKE,TZ5501,2020,116657,18772,17703,17027,15030,9895,7136,5829,5245,4901,4334,3506,2301,1945,1214,1015,442,362,56991,9433,8898,8679,7528,4755,3352,2717,2255,2185,2108,1673,1194,856,568,446,197,147,59666,9339,8805,8348,7502,5140,3784,3112,2990,2716,2226,1833,1107,1089,646,569,245,215
Tanzania,TZ,PEMBA SOUTH,TZ55,MKOANI,TZ5502,2020,107558,18406,16920,15671,13115,8341,6205,4914,4821,4528,3995,3266,2210,1980,1282,1057,461,386,53261,9386,8878,8211,6554,3994,2932,2213,2122,1976,2034,1506,1164,854,586,473,217,161,54297,9020,8042,7460,6561,4347,3273,2701,2699,2552,1961,1760,1046,1126,696,584,244,225
